,game_title,game_id,steam_appid,short_description,header_image,url
1952,Dizzel,905,711700.0,"DIE is a local-multiplayer game the last one alive, is not the winner.",https://steamcdn-a.akamaihd.net/steam/apps/711700/header.jpg?t=1550701842,https://store.steampowered.com/app/711700/DIE/
1953,Kung Fury,1696,681800.0,"Fur Up is a simple and sweet arcade score-chasing game. Constantly beat your previous score if you're playing alone, or survive the longest if you're playing against others.",https://steamcdn-a.akamaihd.net/steam/apps/681800/header.jpg?t=1507031060,https://store.steampowered.com/app/681800/Fur_Up/
1954,Grimm,1393,265380.0,"Grimind is a 2D, physics based, adventure, platform game in horror/creepy theme. Grimind casts you into forgotten caves and ancient crypts, without memories. While being there you have to demonstrate great manual skills to pass obstacles and solve non trivial puzzles to get out of scary environment and additionally discover what are you...",https://steamcdn-a.akamaihd.net/steam/apps/265380/header.jpg?t=1475934157,https://store.steampowered.com/app/265380/Grimind/
1955,Superfrog HD,2930,533150.0,Plunge into an incredible atmosphere of Super LoH (Layers of Horror) ! Explore fascinating levels full of various monsters and and make enough money so you can buy gorgeous hat!,https://steamcdn-a.akamaihd.net/steam/apps/533150/header.jpg?t=1481181531,https://store.steampowered.com/app/533150
1956,Esenthel Engine,1070,654740.0,STICK ENGINE puts the tools in your hands to create insane stick shenanigans and share them with the world using the STEAM WORKSHOP.,https://steamcdn-a.akamaihd.net/steam/apps/654740/header.jpg?t=1532758181,https://store.steampowered.com/app/654740/STICK_ENGINE/
1957,Anno 1404,172,48240.0,"Build your society of the future, colonize islands, and create sprawling megacities with multitudes of buildings, vehicles, and resources to manage.",https://steamcdn-a.akamaihd.net/steam/apps/48240/header.jpg?t=1454694781,https://store.steampowered.com/app/48240/Anno_2070/
1958,Rise of Venice,2466,269530.0,"3D first-person shooter in a post-apocalyptic world. Zombies, anomalies, huge maps, intense realtime battles!",https://steamcdn-a.akamaihd.net/steam/apps/269530/header.jpg?t=1447359767,https://store.steampowered.com/app/269530
1959,The Hat Man Shadow Ward,3090,200080.0,Confront Terrifying Secrets in a Haunted Japanese Inn!,https://steamcdn-a.akamaihd.net/steam/apps/200080/header.jpg?t=1524079594,https://store.steampowered.com/app/200080/Nancy_Drew_Shadow_at_the_Waters_Edge/
1960,theHunter Primal,3599,253710.0,"The most realistic hunting experience awaits. Explore 11 reserves and hunt 39 unique species, ranging from waterfowl to big game. Over 80 weapons from state-of-the art rifles to bows. Customize your load-out with stands, blinds and dogs. Play alone or in multiplayer with up to 7 friends.",https://steamcdn-a.akamaihd.net/steam/apps/253710/header.jpg?t=1552641743,https://store.steampowered.com/app/253710/theHunter_Classic/
1961,Saw,2592,371450.0,"Awe is a god-game about expressing one’s creativity by shaping and building planets’ ecosystems in a soothing and relaxing ambiance carried by beautiful, minimalist lowpoly 3D art style and atmospheric music.",https://steamcdn-a.akamaihd.net/steam/apps/371450/header.jpg?t=1526041697,https://store.steampowered.com/app/371450
1962,Jurassic Park The Game,1632,383190.0,Sumico is a very original number puzzle game. It challenges you with fun but deep gameplay. The game features 84 handmade levels and an Endless Mode which you can style to your liking. Enjoy!,https://steamcdn-a.akamaihd.net/steam/apps/383190/header.jpg?t=1472843101,https://store.steampowered.com/app/383190/SUMICO__The_Numbers_Game/
1963,Karos Returns,1645,564960.0,"Return to a world of danger, magic, and betrayal.",https://steamcdn-a.akamaihd.net/steam/apps/564960/header.jpg?t=1481822386,https://store.steampowered.com/app/564960/Return_to_Krondor/
1964,3DMark Vantage,22,333730.0,"Dark Gates is a game which tries to capture classic tabletop RPG experience. As a player you need to assemble a party of six heroes, select spells for them and send them on the quest to the labyrinth. Somewhere in that maze an evil mage created Dark Gates and now gates are open.",https://steamcdn-a.akamaihd.net/steam/apps/333730/header.jpg?t=1447365140,https://store.steampowered.com/app/333730/Dark_Gates/
1965,Commander Keen Complete Pack,629,9180.0,"Commander Keen: Invasion of the Vorticons: Episode 1: Marooned on Mars (Dec. 14th 1990) Episode 2: The Earth Explodes (1991) Episode 3: Keen Must Die! (1991) Commander Keen's very first adventure, and the debut of id's groundbreaking side-scrolling technology.",https://steamcdn-a.akamaihd.net/steam/apps/9180/header.jpg?t=1447351096,https://store.steampowered.com/app/9180/Commander_Keen/
1966,LEVEL 22,1712,396350.0,"Bleed 2 is a relentless arcade action game featuring air-dodging, bullet-reflecting, and tons of bosses. Now with randomly-generated levels and daily challenges, too!",https://steamcdn-a.akamaihd.net/steam/apps/396350/header.jpg?t=1518384637,https://store.steampowered.com/app/396350/Bleed_2/
1967,FIFA Manager 11,1120,624090.0,"Football Manager 2018 is the latest release in the best-selling, smash-hit series. Putting you in the hot seat of any soccer club in more than 50 countries across the world, Football Manager 2018 is the closest thing to doing the job for real.",https://steamcdn-a.akamaihd.net/steam/apps/624090/header.jpg?t=1544428788,https://store.steampowered.com/app/624090/Football_Manager_2018/
1968,Servo,2630,356880.0,Eron is a 2D platform game that allows the player to actively switch between two parallel realms. The player will have to depend upon this power to finish each level.,https://steamcdn-a.akamaihd.net/steam/apps/356880/header.jpg?t=1529066012,https://store.steampowered.com/app/356880
1969,Ys I,3546,920810.0,"Hello, stranger! Whoever you are, I do not care – I made this game for myself. Cassiopea is an AI that is created by me. She does not know a single thing about this world; you are free to teach her anything, and the outcome will be the direct result of your personal qualities.",https://steamcdn-a.akamaihd.net/steam/apps/920810/header.jpg?t=1536611740,https://store.steampowered.com/app/920810/I__You/
1970,Tom Clancy's H.A.W.X.,3236,21800.0,"Live the thrilling career of an army commander and lead your army to victory in a massive online World War III! Take control of the U.S.-led Joint Strike Force, the European Enforcers Corps, or the Russian Spetsnaz Guards Brigade in a persistent ongoing World War.",https://steamcdn-a.akamaihd.net/steam/apps/21800/header.jpg?t=1541778594,https://store.steampowered.com/app/21800/Tom_Clancys_EndWar/
1971,Xam,3531,329650.0,"You are Alan 'The Bear' Westmoreland, Marine Corps sergeant. The trouble starts on a deadly Viet Cong raid. Here the jungle is your battleground. Your mission, survive.",https://steamcdn-a.akamaihd.net/steam/apps/329650/header.jpg?t=1468248576,https://store.steampowered.com/app/329650/NAM/
1972,Oh...Sir!,2108,421810.0,Heroes always win! But what happens to those who don't? Play as unique and colorful characters as the world comes to an end after our heroes' utter defeat.,https://steamcdn-a.akamaihd.net/steam/apps/421810/header.jpg?t=1461774366,https://store.steampowered.com/app/421810
1973,TUG,2969,664630.0,A small archer faces a wizard.,https://steamcdn-a.akamaihd.net/steam/apps/664630/header.jpg?t=1543674266,https://store.steampowered.com/app/664630/Tup/
1974,DCS Black Shark,729,339320.0,"Snake blocks is a colorful 3D puzzle game from Spooky Cat Games. Join the five friendly snakes as you push, pull, and twist them through dozens of challenging puzzle scenarios. Mind-bending puzzles and beautiful design come together in Snake Blocks!",https://steamcdn-a.akamaihd.net/steam/apps/339320/header.jpg?t=1450732830,https://store.steampowered.com/app/339320
1975,Beasts of Prey,323,73190.0,"Pride of Nations is a turn-based historical strategy game set in the colonial era of the 19th century, where the player takes control of a country and guides it through industrialization, military conquest, and colonization.",https://steamcdn-a.akamaihd.net/steam/apps/73190/header.jpg?t=1517305285,https://store.steampowered.com/app/73190/Pride_of_Nations/
1976,Terrorhedron,3008,900340.0,"What happened with human, who stay in subway... on the all night?",https://steamcdn-a.akamaihd.net/steam/apps/900340/header.jpg?t=1538511732,https://store.steampowered.com/app/900340/Terror/
1977,Septerra Core,2619,647050.0,You play for a character of the most popular games - the big red cube. Your task is to collect the coins and to get to the exit avoiding the circular saws.,https://steamcdn-a.akamaihd.net/steam/apps/647050/header.jpg?t=1500031553,https://store.steampowered.com/app/647050/Super_Hardcore/
1978,Organic Panic,2136,352760.0,"A hybrid strategy Action-Strategy game with a bright and unique art style. Harvest resources, build defences and rescue survivors.",https://steamcdn-a.akamaihd.net/steam/apps/352760/header.jpg?t=1490357608,https://store.steampowered.com/app/352760/Kaiju_Panic/
1979,KWAAN,1640,418940.0,"Waba is the wobbliest, cuddliest, virtualest VR pet.",https://steamcdn-a.akamaihd.net/steam/apps/418940/header.jpg?t=1539372943,https://store.steampowered.com/app/418940/Waba/
1980,Alganon,122,487720.0,"Agony is a first-person, survival horror set in hell. You will begin your journey as a tormented soul within the depths of hell without any memories about your past. The special ability to control people on your path, and possess demons, gives you the measures to survive.",https://steamcdn-a.akamaihd.net/steam/apps/487720/header.jpg?t=1556188798,https://store.steampowered.com/app/487720/Agony/
1981,Stick RPG 2,2869,655600.0,"Phat Stacks 2 is puzzle platformer, it features completely new gameplay with a new set of characters, the goal of Phat Stacks 2 is to collect and process crystals by knocking them into the right chutes for a payout.",https://steamcdn-a.akamaihd.net/steam/apps/655600/header.jpg?t=1502821260,https://store.steampowered.com/app/655600/PHAT_STACKS_2/
1982,World War II Panzer Claws,3497,414740.0,"RAID: World War II is an action-packed four player cooperative shooter set during a time when the Nazi war machine was still winning, and hope was in short supply.",https://steamcdn-a.akamaihd.net/steam/apps/414740/header.jpg?t=1518429975,https://store.steampowered.com/app/414740/RAID_World_War_II/
1983,CameraBag 2,502,698620.0,"Six winding, wildly dangerous tracks with varying levels of difficulty, terrain, driving conditions and configurations.Power to customize up to 20 high performance race cars means you can check yourself before you wreck yourself.Incredible physics for real-time jumping, turning, spinning, and twisting.",https://steamcdn-a.akamaihd.net/steam/apps/698620/header.jpg?t=1505503900,https://store.steampowered.com/app/698620
1984,I-Fluid,1548,32410.0,"From the team that re-imagined The Secret of Monkey Island™, comes Lucidity, an addictive puzzle platformer set in the surreal childlike dreamscapes of the little girl Sofi. In this challenging puzzler, it’s your task to keep Sofi safe as she drifts deeper into the strange new world of her dreams.",https://steamcdn-a.akamaihd.net/steam/apps/32410/header.jpg?t=1542757756,https://store.steampowered.com/app/32410/Lucidity/
1985,Earth 2150 The Moon Project,1003,575760.0,Meet the continuation of the hardcore platformer Project: R.E.B.O.O.T!,https://steamcdn-a.akamaihd.net/steam/apps/575760/header.jpg?t=1540843138,https://store.steampowered.com/app/575760/Project_REBOOT_2/
1986,Earth 2150 Lost Souls,1002,253880.0,"Your heroes and your armies will need strong leadership to take them on a spellbinding odyssey that has everything a gamer’s heart could wish for breathtaking worlds in space, battles against cunning enemies and even downright treason from your own government faction - are you up to it?",https://steamcdn-a.akamaihd.net/steam/apps/253880/header.jpg?t=1511884217,https://store.steampowered.com/app/253880/Earth_2150_Trilogy/
1987,Max and the Magic Marker,1874,940240.0,Jake and the Giant is an couch Co-Op / asymmetrical local multiplayer VR game.1 Vs 1 with the VR player controlling the powerful Giant from the headset with the controllers.,https://steamcdn-a.akamaihd.net/steam/apps/940240/header.jpg?t=1549799337,https://store.steampowered.com/app/940240
1988,Hector Ep 2,1482,459410.0,"Sector 724 - space strategy game featuring real-time tactical warfare. You can assume supreme command of the military forces of a corporation, and help it gain dominance in space. Your actions will determine your corporation's success, or failure, in attaining its paramount objective: to leave the planetary system ahead of its...",https://steamcdn-a.akamaihd.net/steam/apps/459410/header.jpg?t=1480418612,https://store.steampowered.com/app/459410/Sector_724/
1989,O.R.B.,2087,450170.0,"BOOR is a 2D puzzle-platformer game, where you play as a girl with the ability to multiply herself, stranded on Eden, a beautiful but strange world, full of challenging puzzles with platforming elements and a refreshing gameplay.",https://steamcdn-a.akamaihd.net/steam/apps/450170/header.jpg?t=1526041725,https://store.steampowered.com/app/450170/BOOR/
1990,Rising Storm/Red Orchestra 2 Multiplayer,2473,35450.0,Contains full Rising Storm content as well!,https://steamcdn-a.akamaihd.net/steam/apps/35450/header.jpg?t=1552425243,https://store.steampowered.com/app/35450/Red_Orchestra_2_Heroes_of_Stalingrad_with_Rising_Storm/
1991,The Walking Dead Survival Instinct,3174,388060.0,"Merging the smash hit indie game The Escapists with the world wide phenomenon that is The Walking Dead, Team17 have taken the very best of both worlds and are now providing players with the opportunity to play Rick Grimes as he takes on hordes of zombies let loose upon the world.",https://steamcdn-a.akamaihd.net/steam/apps/388060/header.jpg?t=1458828930,https://store.steampowered.com/app/388060/The_Escapists_The_Walking_Dead/
1992,Dark Souls Prepare to Die Edition,755,358090.0,"This is the story of a man with a very strange fate. His name is David Young. Two years ago, his wife was murdered by an unknown assailant, and Young suffered a blow to the head that cost him his memory. His wife's final words: “Look for D.",https://steamcdn-a.akamaihd.net/steam/apps/358090/header.jpg?t=1553250672,https://store.steampowered.com/app/358090/D4_Dark_Dreams_Dont_Die_Season_One/
1993,Medal of Honor(TM) Multiplayer,1879,47790.0,This is a new war. There is a new warrior. He is Tier 1.,https://steamcdn-a.akamaihd.net/steam/apps/47790/header.jpg?t=1447353177,https://store.steampowered.com/app/47790/Medal_of_Honor/
1994,Alice Madness Returns,123,363790.0,"Egg Returns Home is a simple platformer about an egg, which is trying to find his way back home. At every level egg needs to get to the teleport.",https://steamcdn-a.akamaihd.net/steam/apps/363790/header.jpg?t=1470926744,https://store.steampowered.com/app/363790/Egg_Returns_Home/
1995,Tales of Monkey Island Chapter 2 - The Siege of Spinner Cay,2981,620530.0,"Mirt is a small town, lost somewhere in the northern valleys, welcoming none. Everything is frozen here, even time itself. A newcomer will have difficulties getting used to the snow in the middle of summer, the strange natives, each of whom knows something, though never tells, and most of all — to the story of Mirt, not a long history,...",https://steamcdn-a.akamaihd.net/steam/apps/620530/header.jpg?t=1550022366,https://store.steampowered.com/app/620530/Mirt_Tales_of_the_Cold_Land_Chapter_one/
1996,Plants vs. Zombies Game of the Year,2242,297450.0,"Take on the role of the captain of a troubled jumbo jet carrying infected passengers intent on bringing the plane out of the sky, or pit yourself against hundreds of zombies in the interior of a jumbo jet or even walk along the outside as you fight to regain control as one of the passengers.",https://steamcdn-a.akamaihd.net/steam/apps/297450/header.jpg?t=1553173537,https://store.steampowered.com/app/297450
1997,"Time Gentlemen, Please!",3207,257710.0,Max Gentlemen is an arcade-style extreme manners simulator about stacking hats.,https://steamcdn-a.akamaihd.net/steam/apps/257710/header.jpg?t=1447358945,https://store.steampowered.com/app/257710/Max_Gentlemen/
1998,The Ship Tutorial,3148,384900.0,The Arkona are on the attack. With every move they make they change the world; Devouring history as they go. Only the Brandt Foundation can stop them but not everything is as it seems to be. A darkness has come over Dr.Brandt and the world now seems to dance to his tune.,https://steamcdn-a.akamaihd.net/steam/apps/384900/header.jpg?t=1447376962,https://store.steampowered.com/app/384900/Temporal_Shift/
1999,War of the Roses Balance Beta,3421,327450.0,"Reemus the insect exterminator and his companion Liam the bear match wits with giant talking ants, termites and bed bugs in hopes of impressing the citizens of Fredricus once and for all! A fully voice-acted, funny, cartoon point and click adventure with animated cutscenes, side quests and more.",https://steamcdn-a.akamaihd.net/steam/apps/327450/header.jpg?t=1447364092,https://store.steampowered.com/app/327450/Ballads_of_Reemus_When_the_Bed_Bites/
2000,The Raven - Legacy of a Master Thief,3136,986830.0,"Open the Gates to another worlds! Research into the causes of the mysterious epidemic will have rather unpredictable consequences… “The Legacy: The Tree of Might” is an adventure game in the genre of Hidden Object, with plenty of mini-games and puzzles, unforgettable characters and complicated quests.",https://steamcdn-a.akamaihd.net/steam/apps/986830/header.jpg?t=1553172014,https://store.steampowered.com/app/986830/The_Legacy_The_Tree_of_Might/
2001,Artemis Spaceship Bridge Simulator,217,416140.0,"The Final Frontier: Space Simulator is a new kind of space simulator, we want to bring some cool new features and joy to the space simulator genre. We want to have 3 modules (Story Mode, Online Battles, and Online Universe). We want you to be immersed into the unknown galaxy. We will hope to see you in The Final Frontier!",https://steamcdn-a.akamaihd.net/steam/apps/416140/header.jpg?t=1546535453,https://store.steampowered.com/app/416140
2002,Metal Gear Solid Legacy,1899,311340.0,World-renowned Kojima Productions brings the Metal Gear Solid franchise to Steam with METAL GEAR SOLID V: GROUND ZEROES. Play as the legendary hero Snake and infiltrate a Cuban military base to rescue the hostages. Can you make it out alive?,https://steamcdn-a.akamaihd.net/steam/apps/311340/header.jpg?t=1468531761,https://store.steampowered.com/app/311340/METAL_GEAR_SOLID_V_GROUND_ZEROES/
2003,Tropico 3 Absolute Power,3304,451130.0,The epic based classic online game Khan takes on where Genghis Khan reached the end of his expedition. The game takes place at small kingdom of Eurasia where Genghis Khan's brutal force was never able to conquer. You will re-visit the history and prepare the battles against the greatest conquer of history.,https://steamcdn-a.akamaihd.net/steam/apps/451130/header.jpg?t=1458769820,https://store.steampowered.com/app/451130
2004,EverQuest Free-to-Play,1090,390880.0,"Redemption: Eternal Quest is a casual RPG/Sim game which combines the feel of an RPG with roster management sim mechanics. You become the leader of a band of adventurers, guiding them through quests, watching them grow and signing them to pacts while keeping your gold pouch filled.",https://steamcdn-a.akamaihd.net/steam/apps/390880/header.jpg?t=1495746753,https://store.steampowered.com/app/390880
2005,Universe at War Earth Assault,3342,335220.0,A puzzle-game telling the story of a little girls struggle to restore a broken sky.,https://steamcdn-a.akamaihd.net/steam/apps/335220/header.jpg?t=1460716298,https://store.steampowered.com/app/335220/But_to_Paint_a_Universe/
2006,Beast Boxing Turbo,322,63700.0,"From gameplay to visuals to music and imagination, BIT.TRIP BEAT is inspired by classic games in every way. Get sucked into a whole new world of sight and sound as you juggle beats and ride the vibe in this modern look at the beginning of it all. BIT.",https://steamcdn-a.akamaihd.net/steam/apps/63700/header.jpg?t=1478114726,https://store.steampowered.com/app/63700/BITTRIP_BEAT/
2007,RADical ROACH Deluxe Edition,2353,24780.0,"SimCity 4 Deluxe Edition includes the bestselling SimCity 4 and the all-new SimCity 4 Rush Hour Expansion Pack. Create the most massive region of cities ever, with a farming town, bedroom community, high-tech commercial center, and industrial backbone.",https://steamcdn-a.akamaihd.net/steam/apps/24780/header.jpg?t=1551379837,https://store.steampowered.com/app/24780/SimCity_4_Deluxe_Edition/
2008,Cities XL - Limited Edition,575,231140.0,"Build cities, shape a world.Cities XL Platinum lets you design, build and link up cities of all shapes and sizes around the Cities XL planet!Build more impressive cities than ever before! Cities XL Platinum offers a huge variety of over 1,000 buildings and constructions (including 50 brand new structures), that you can freely place on...",https://steamcdn-a.akamaihd.net/steam/apps/231140/header.jpg?t=1447357353,https://store.steampowered.com/app/231140/Cities_XL_Platinum/
2009,Magicka Wizards of the Square Tablet,1843,713430.0,Match your way through a magical and dangerous land. Grab your wand and prepare for battle in Secrets of Magic 2: Witches and Wizards.,https://steamcdn-a.akamaihd.net/steam/apps/713430/header.jpg?t=1509107445,https://store.steampowered.com/app/713430
2010,The Amazing Spider-Man 2,3021,505090.0,“The Charming Empire” is a dating simulation game set in the Taisho Roman era of Japanese history. Popular voice actors known for their talent in anime and video games bring our five main characters to life. Your ears will thank you to hear their performances across all the main scenarios.,https://steamcdn-a.akamaihd.net/steam/apps/505090/header.jpg?t=1492663977,https://store.steampowered.com/app/505090/The_Charming_Empire/
2011,Blood Omen 2 Legacy of Kain,388,224940.0,"In this sequel to the critically acclaimed Legacy of Kain: Soul Reaver, reassume the role of Raziel, and travel back through the currents of time into various eras of Nosgoth's past in your relentless pursuit of Kain.",https://steamcdn-a.akamaihd.net/steam/apps/224940/header.jpg?t=1478900999,https://store.steampowered.com/app/224940
2012,Red Bull X-Fighters,2410,463180.0,Save the universe in this casual arcade game.,https://steamcdn-a.akamaihd.net/steam/apps/463180/header.jpg?t=1545822362,https://store.steampowered.com/app/463180
2013,Lilly and Sasha Curse of the Immortals,1767,345820.0,"Embark on an all-new adventure with Shantae, the hair-whipping belly dancing genie. After losing her magic, Shantae teams up with the nefarious pirate Risky Boots in order to save Sequin Land from a curse.",https://steamcdn-a.akamaihd.net/steam/apps/345820/header.jpg?t=1543610009,https://store.steampowered.com/app/345820/Shantae_and_the_Pirates_Curse/
2014,Fiends of Imprisonment,1192,296470.0,"Experience the extreme simulated sporting sensation that's sweeping our digital nation! Mount Your Friends is a fiercely competitive sporting event for you to play with your friends in the contextual security of your own home, assuming that your home is not composed of sexual innuendo.",https://steamcdn-a.akamaihd.net/steam/apps/296470/header.jpg?t=1478038949,https://store.steampowered.com/app/296470/Mount_Your_Friends/
2015,Pirates of Black Cove Gold,2223,719720.0,League of Pirates – Become the most feared pirate captain in the Caribbean!,https://steamcdn-a.akamaihd.net/steam/apps/719720/header.jpg?t=1523450011,https://store.steampowered.com/app/719720/League_of_Pirates/
2016,Your Doodles Are Bugged!,3545,596280.0,Control the weather on a planet. Watch the life grow and develop religion and technology. Will they worship you or forget you?,https://steamcdn-a.akamaihd.net/steam/apps/596280/header.jpg?t=1495217458,https://store.steampowered.com/app/596280/You_Are_God/
2017,Age of Conan Rise of the Godslayer,90,12770.0,"As the King of Iolcus, Jason had everythinga prosperous kingdom, the respect of his peers, and a beautiful fiancé. When she was killed on their wedding day, he vowed to do anything to restore her life. Now, in order to accomplish this heroic feat Jason must seek out the Golden Fleece -- and with the help of Greek mythology's greatest...",https://steamcdn-a.akamaihd.net/steam/apps/12770/header.jpg?t=1447351514,https://store.steampowered.com/app/12770/Rise_of_the_Argonauts/
2018,Farm Machines Championships 2014,1175,925550.0,"Cross Racing Championship (CRC) allows players to experience the thrills of high-speed on and off road racing across vast open terrains. Racers can contest over 60 races across six distinct environments, ranging from icy mountainous regions and lush countryside to parched desert areas and beaches.",https://steamcdn-a.akamaihd.net/steam/apps/925550/header.jpg?t=1546858330,https://store.steampowered.com/app/925550
2019,Cabela's Hunting Expeditions,470,445190.0,"Circa 790 AD. A small band of Norse warriors lands on the shores of England. History may have forgotten their names, but their actions live on. As the chieftain of your clan, let ambition guide your choices in the party-based RPG Expeditions: Viking. How will history remember you?",https://steamcdn-a.akamaihd.net/steam/apps/445190/header.jpg?t=1542611293,https://store.steampowered.com/app/445190/Expeditions_Viking/
2020,System Protocol One,2954,425760.0,"INNOVATIVE! ADDICTIVE! FASCINATING! LOGICAL! It is EGO PROTOCOL, an award-winning action-packed puzzle platformer that will addict you from the first play!",https://steamcdn-a.akamaihd.net/steam/apps/425760/header.jpg?t=1545931458,https://store.steampowered.com/app/425760/EGO_Protocol/
2021,NEED FOR MADNESS ?,1999,534980.0,"Love stories don't end with marriage...can you reach your happily ever after? Sequel of the popular Always Remember Me, in this dating sim you play the married couple life. Can you stay together until the end?",https://steamcdn-a.akamaihd.net/steam/apps/534980/header.jpg?t=1484062287,https://store.steampowered.com/app/534980/Never_Forget_Me/
2022,NASCAR The Game 2013,1991,428900.0,"The goal of the game is to survive for more than 60 seconds on each level, dodging platforms and objects, listening to bitpop soundtracks. Four levels, online-records, achievements and trading cards are waiting for you.",https://steamcdn-a.akamaihd.net/steam/apps/428900/header.jpg?t=1523342675,https://store.steampowered.com/app/428900/Linea_the_Game/
2023,Age of Chivalry,89,566270.0,"Child Of Ault is a tower-defense/shooter hybrid, with an emphasis on presence and presentation. In the game, you play the role of boy who uses his magical toy weapons to protect against dark forces.",https://steamcdn-a.akamaihd.net/steam/apps/566270/header.jpg?t=1510177462,https://store.steampowered.com/app/566270/Child_Of_Ault/
2024,Lost Saga North America,1789,465750.0,Take command as the British Commonwealth and U.S. forces fight the Germans in the North African theatre and lead your battalion to victory in challenging tactical battles.,https://steamcdn-a.akamaihd.net/steam/apps/465750/header.jpg?t=1468346602,https://store.steampowered.com/app/465750/Tank_Battle_North_Africa/
2025,Thinking with Time Machine,3196,763950.0,Face the world's fiercest dinosaurs and make it back to the future in one piece! You're a physics student with a dream: travel back in time and document the world of dinosaurs. Can you survive the terrors of the Tyrannosaurus rex?,https://steamcdn-a.akamaihd.net/steam/apps/763950/header.jpg?t=1538611245,https://store.steampowered.com/app/763950/TRex_Time_Machine/
2026,NASCAR '14,1990,255280.0,"1954: Alcatraz – The cash is out there. But who will get it?Joe's doing 40 years on Alcatraz for a heist on an armored truck. The loot is still hidden out there, but only Joe knows where it is. In the streets of San Francisco, Joe's ex-accomplices and his wife are eager to find the stolen money. Who will get their hands on the dough?",https://steamcdn-a.akamaihd.net/steam/apps/255280/header.jpg?t=1524053425,https://store.steampowered.com/app/255280/1954_Alcatraz/
2027,Chuzzle Deluxe,569,737870.0,Conduct DELUXE! is an addictive game of explosive railway action that will challenge your inner conductor.,https://steamcdn-a.akamaihd.net/steam/apps/737870/header.jpg?t=1524790166,https://store.steampowered.com/app/737870/Conduct_DELUXE/
2028,Marlow Briggs,1860,381340.0,Mallow Drops is a gravity puzzle where two kiwis try to rescue their lost eggs in a shattered world. Getting to where you need to go is half the fun - just be sure to look before you leap!,https://steamcdn-a.akamaihd.net/steam/apps/381340/header.jpg?t=1480052170,https://store.steampowered.com/app/381340/Mallow_Drops/
2029,Survival Postapocalypse Now,2938,830380.0,Isometric action survival game set in a zombie apocalypse.,https://steamcdn-a.akamaihd.net/steam/apps/830380/header.jpg?t=1525208870,https://store.steampowered.com/app/830380
2030,PAYDAY The Web Series - Episode 1,2162,589220.0,"UAYEB: The Dry Land - Episode 1 is a solo story driven adventure / survival / puzzle game, on the path of the Mayan civilization, placed in an open world with the immersive First Person view.",https://steamcdn-a.akamaihd.net/steam/apps/589220/header.jpg?t=1550651220,https://store.steampowered.com/app/589220/UAYEB_The_Dry_Land__Episode_1/
2031,Sphere III Enchanted World,2803,535850.0,"The legend is back! Micro Machines World Series combines the thrilling madness of racing micro vehicles with epic team battle strategies, set against the extraordinary interactive backdrops of the everyday home! Grab your NERF blaster, try to avoid the jam, and take on the world!",https://steamcdn-a.akamaihd.net/steam/apps/535850/header.jpg?t=1522144446,https://store.steampowered.com/app/535850/Micro_Machines_World_Series/
2032,Guild Wars Trilogy,1405,816240.0,"Use and boost your creativity in these non-violent battles of block-building magic. Show that you are the best and gain recognition from fellow builders in this harsh but ultimately fair player vs. player online building game. Win, unlock new blocks and with it your potential.",https://steamcdn-a.akamaihd.net/steam/apps/816240/header.jpg?t=1525810709,https://store.steampowered.com/app/816240/Build_Wars/
2033,The Settlers 7 Paths to a Kingdom,3143,594820.0,"Left for dead by her closest friend and comrade, Hoshiko is now looking for revenge. Follow her in this modern hardcore danmaku SHMUP about revenge, friendship and honour.",https://steamcdn-a.akamaihd.net/steam/apps/594820/header.jpg?t=1537462220,https://store.steampowered.com/app/594820
2034,Music Creator 6 Touch,1979,759530.0,"Create, Share &amp; Play Games! Build your own game and play thousands of others! Mobile &amp; desktop.",https://steamcdn-a.akamaihd.net/steam/apps/759530/header.jpg?t=1555318072,https://store.steampowered.com/app/759530
2035,Duck Dynasty,960,460960.0,"Getting away with murder has never been easy. These three members of a proud and noble family are separated by five centuries, but have in common a vengeful and murderous intent. Plans must be formed, blood must be spilled and evidence must be planted ...",https://steamcdn-a.akamaihd.net/steam/apps/460960/header.jpg?t=1554742862,https://store.steampowered.com/app/460960/The_Deed_Dynasty/
2036,Portal 2 - The Final Hours,2260,400510.0,Relive dark footage recorded from the perspective of multiple characters in this unique first person horror.,https://steamcdn-a.akamaihd.net/steam/apps/400510/header.jpg?t=1480887170,https://store.steampowered.com/app/400510
2037,Defense Grid 2 A Matter of Endurance,816,371460.0,"An enemy army is at our gates! Build an ideal chain of traps. Use magic and the power of the elements: earth, ice, fire and shadow.",https://steamcdn-a.akamaihd.net/steam/apps/371460/header.jpg?t=1450710820,https://store.steampowered.com/app/371460/Gnumz_Masters_of_Defense/
2038,Poker Night at the Inventory,2249,1010380.0,A short journey to the tragic stories of ancient greek gods and goddesses. It is time to learn about Greek Mythology with a beautiful storyline in this visual novel.,https://steamcdn-a.akamaihd.net/steam/apps/1010380/header.jpg?t=1548804431,https://store.steampowered.com/app/1010380/Tales_of_Ancient_Nights/
2039,Mortal Kombat Komplete Edition,1960,63660.0,Enter a world where nothing is as it seems... and adventure knows no bounds!,https://steamcdn-a.akamaihd.net/steam/apps/63660/header.jpg?t=1540235431,https://store.steampowered.com/app/63660/Myst_Masterpiece_Edition/
2040,Teenage Mutant Ninja Turtles Out of the Shadows,2999,498680.0,"First person shooter,puzzle,psychological horror video game.",https://steamcdn-a.akamaihd.net/steam/apps/498680/header.jpg?t=1476756674,https://store.steampowered.com/app/498680/In_The_Shadow_Of_The_Truth/
